work_id,mp_id,state,district,ia_id,category,sanctioned_amount,status,cost_anomaly_score,cost_anomaly_reason,dup_score,dup_reason,structuring_score,structuring_reason,execution_risk_score,execution_risk_reason,image_forensics_score,image_forensics_reason,network_score,network_reason,rule_score,rule_reason,corroboration_count,composite_risk_score,risk_tier,delay_risk_score,delay_tier,risk_explanation
W00699,MP029,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1174061.8,In Progress,0.588099107292703,,0.0,,0.0,,1.0,"sanctioned 1163 days ago but expected duration was only 180 days (6.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,50.0,High,100.0,Severely Stalled,
W00393,MP033,Uttar Pradesh,Meerut,IA005,Community Hall,4224914.88,Completed,0.5879525025379001,,0.0,,0.0,,0.0,,0.07739580311970597,,0.0,,0.0,,1,50.0,High,0.0,On Track,
W01367,MP033,Uttar Pradesh,Varanasi,IA057,Health Sub-Centre Upgrade,2004098.31,Completed,0.5859697596353551,,0.0,,0.0,,0.0,,0.028169467880980136,,0.0,,0.0,,1,49.8,High,0.0,On Track,
W00916,MP010,Bihar,Gaya,IA036,Public Toilet Complex,1091893.37,Completed,0.5836617901059219,,0.0,,0.0,,0.0,,0.06495297094144949,,0.0,,0.0,,1,49.6,High,0.0,On Track,
W00832,MP034,Uttar Pradesh,Gorakhpur,IA046,Road Construction (per km),2814351.87,Completed,0.5805149336153733,,0.0,,0.0,,0.0,,0.0790547353711621,,0.0,,0.0,,1,49.3,High,0.0,On Track,
W00189,MP009,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1820854.48,Completed,0.5793694728719735,,0.0,,0.0,,0.0,,0.027361967707993953,,0.0,,0.0,,1,49.2,High,0.0,On Track,
W00104,MP017,Uttar Pradesh,Gorakhpur,IA026,Community Hall,2683907.03,Completed,0.5750034725639993,,0.0,,0.0,,0.0,,0.010906154054083376,,0.0,,0.0,,1,48.9,High,0.0,On Track,
W00719,MP011,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),477285.33,In Progress,0.5743193433506634,,0.0,,0.0,,1.0,"sanctioned 374 days ago but expected duration was only 180 days (2.1x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,48.8,High,100.0,Severely Stalled,
W00959,MP037,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1097059.82,Completed,0.5710618971713824,,0.0,,0.0,,0.0,,0.023245727902786558,,0.0,,0.0,,1,48.5,High,0.0,On Track,
W01261,MP005,Tamil Nadu,Salem,IA006,Street Lighting (per 50 units),1294568.27,Completed,0.5689424863658298,,0.0,,0.0,,0.0,,0.02401301396767186,,0.0,,0.0,,1,48.4,High,0.0,On Track,
W00839,MP037,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1932565.1,Completed,0.5690561361490877,,0.0,,0.0,,0.0,,0.009424767439787152,,0.0,,0.0,,1,48.4,High,0.0,On Track,
W01366,MP012,Uttar Pradesh,Varanasi,IA057,Drinking Water Facility,2056571.8,Completed,0.5692904501333593,,0.0,,0.0,,0.0,,0.06118551457798274,,0.0,,0.0,,1,48.4,High,0.0,On Track,
W00301,MP025,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1240057.43,Completed,0.5691237030154411,,0.0,,0.0,,0.0,,0.04579899154052403,,0.0,,0.0,,1,48.4,High,0.0,On Track,
W00762,MP034,Uttar Pradesh,Gorakhpur,IA039,Public Toilet Complex,1295940.24,Completed,0.5696200279893875,,0.0,,0.0,,0.0,,0.04862202007412355,,0.0,,0.0,,1,48.4,High,0.0,On Track,
W00275,MP018,Bihar,Gaya,IA036,Drainage / Sewage Line (per km),720920.24,Completed,0.5683238813593153,,0.0,,0.0,,0.0,,0.05565814698222076,,0.0,,0.0,,1,48.3,High,0.0,On Track,
W01400,MP018,Bihar,Gaya,IA049,Drainage / Sewage Line (per km),2611340.19,Completed,0.5683161165760836,,0.0,,0.0,,0.0,,0.04267991695745187,,0.0,,0.0,,1,48.3,High,0.0,On Track,
W01192,MP035,West Bengal,Howrah,IA058,Road Construction (per km),2275109.82,In Progress,0.5676192643303968,,0.0,,0.0,,1.0,"sanctioned 1057 days ago but expected duration was only 270 days (3.9x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,48.2,High,100.0,Severely Stalled,
W00933,MP038,Tamil Nadu,Coimbatore,IA024,Drinking Water Facility,1320813.19,In Progress,0.5616057934517468,,0.0,,0.0,,1.0,"sanctioned 927 days ago but expected duration was only 150 days (6.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,47.7,High,100.0,Severely Stalled,
W01348,MP023,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),2843255.71,Completed,0.5614738322450012,,0.0,,0.0,,0.0,,0.038201234796019994,,0.0,,0.0,,1,47.7,High,0.0,On Track,
W01085,MP007,Maharashtra,Nagpur,IA016,Public Toilet Complex,568890.79,Completed,0.559533539436238,,0.0,,0.0,,0.0,,0.009184894351062558,,0.0,,0.0,,1,47.6,High,0.0,On Track,
W00925,MP010,Bihar,Patna,IA023,School Building Renovation,2215019.25,Completed,0.5581219665410457,,0.0,,0.0,,0.0,,0.007444883059477545,,0.0,,0.0,,1,47.4,High,0.0,On Track,
W01048,MP016,West Bengal,Howrah,IA022,Drinking Water Facility,1406772.99,Completed,0.5544880238333708,,0.0,,0.0,,0.0,,0.0814132693341199,,0.0,,0.0,,1,47.1,High,0.0,On Track,
W00466,MP015,West Bengal,Malda,IA043,Road Construction (per km),6464533.98,Completed,0.5514265031000967,,0.0,,0.0,,0.0,,0.08019099427737898,,0.0,,0.0,,1,46.9,High,0.0,On Track,
W00937,MP020,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),537158.62,In Progress,0.5506861873297614,,0.0,,0.0,,1.0,"sanctioned 706 days ago but expected duration was only 90 days (7.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,46.8,High,100.0,Severely Stalled,
W00088,MP026,Maharashtra,Nagpur,IA016,Health Sub-Centre Upgrade,1937387.44,Completed,0.5492717480688026,,0.0,,0.0,,0.0,,0.02363779844955846,,0.0,,0.0,,1,46.7,High,0.0,On Track,
W01172,MP004,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1354171.78,Completed,0.5478589474286654,,0.0,,0.0,,0.0,,0.11045473207274874,,0.0,,0.0,,1,46.6,High,0.0,On Track,
W00434,MP017,Uttar Pradesh,Gorakhpur,IA039,Drinking Water Facility,1906297.71,Completed,0.5472841743216766,,0.0,,0.0,,0.0,,0.052593476334051474,,0.0,,0.0,,1,46.5,High,0.0,On Track,
W00777,MP035,West Bengal,Malda,IA019,Street Lighting (per 50 units),1327702.45,Completed,0.546076420771869,,0.0,,0.0,,0.0,,0.023490461271294488,,0.0,,0.0,,1,46.4,High,0.0,On Track,
W00896,MP025,Bihar,Patna,IA023,Community Hall,4292526.83,Completed,0.5445257103783728,,0.0,,0.0,,0.0,,0.05362347095381268,,0.0,,0.0,,1,46.3,High,0.0,On Track,
W00191,MP012,Uttar Pradesh,Varanasi,IA057,Public Toilet Complex,1093072.5,Completed,0.5437237569248786,,0.0,,0.0,,0.0,,0.030661168856909685,,0.0,,0.0,,1,46.2,High,0.0,On Track,
W00015,MP025,Bihar,Patna,IA023,Road Construction (per km),6286379.67,Completed,0.5429435769112011,,0.0,,0.0,,0.0,,0.0429168683890701,,0.0,,0.0,,1,46.2,High,0.0,On Track,
W00731,MP012,Uttar Pradesh,Varanasi,IA057,Community Hall,4165952.05,In Progress,0.5434548866059516,,0.0,,0.0,,1.0,"sanctioned 1039 days ago but expected duration was only 240 days (4.3x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,46.2,High,100.0,Severely Stalled,
W00009,MP022,Uttar Pradesh,Meerut,IA040,Public Toilet Complex,1117901.91,Completed,0.5427406646949221,,0.0,,0.0,,0.0,,0.04223395462549586,,0.0,,0.0,,1,46.1,High,0.0,On Track,
W01045,MP029,Bihar,Patna,IA023,Community Hall,4289043.5,Completed,0.542160475540834,,0.0,,0.0,,0.0,,0.012394079241545479,,0.0,,0.0,,1,46.1,High,0.0,On Track,
W00748,MP008,West Bengal,Howrah,IA022,Community Hall,4033727.3,Completed,0.5411814333899143,,0.0,,0.0,,0.0,,0.025610276189775825,,0.0,,0.0,,1,46.0,High,0.0,On Track,
W00177,MP015,West Bengal,Malda,IA007,School Building Renovation,2914382.24,Completed,0.540890332052617,,0.0,,0.0,,0.0,,0.051381370173470296,,0.0,,0.0,,1,46.0,High,0.0,On Track,
W00467,MP024,Maharashtra,Nagpur,IA001,Drinking Water Facility,1655134.52,Completed,0.5396780820062935,,0.0,,0.0,,0.0,,0.052359003433413154,,0.0,,0.0,,1,45.9,High,0.0,On Track,
W00403,MP024,Maharashtra,Nagpur,IA016,Drainage / Sewage Line (per km),2605680.24,Completed,0.5391162085206704,,0.0,,0.0,,0.0,,0.07543558218681608,,0.0,,0.0,,1,45.8,High,0.0,On Track,
W01155,MP020,Tamil Nadu,Coimbatore,IA024,School Building Renovation,2181756.04,Completed,0.5380243082400251,,0.0,,0.0,,0.0,,0.036189930616018606,,0.0,,0.0,,1,45.7,High,0.0,On Track,
W00331,MP010,Bihar,Gaya,IA036,Public Toilet Complex,1065779.59,Completed,0.5378920994992534,,0.0,,0.0,,0.0,,0.0371370825329815,,0.0,,0.0,,1,45.7,High,0.0,On Track,
W00325,MP028,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),2657672.17,Completed,0.5354938620750462,,0.0,,0.0,,0.0,,0.01827855791936984,,0.0,,0.0,,1,45.5,High,0.0,On Track,
W00153,MP040,Bihar,Gaya,IA025,Community Hall,2701829.81,In Progress,0.5355821196788108,,0.0,,0.0,,1.0,"sanctioned 375 days ago but expected duration was only 240 days (1.6x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,45.5,High,100.0,Severely Stalled,
W00905,MP020,Tamil Nadu,Coimbatore,IA055,Health Sub-Centre Upgrade,1375031.44,Completed,0.5333183869519301,,0.0,,0.0,,0.0,,0.019679763393016372,,0.0,,0.0,,1,45.3,High,0.0,On Track,
W00271,MP016,West Bengal,Malda,IA028,Community Hall,3021332.17,In Progress,0.5291009801197145,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,45.0,High,100.0,Severely Stalled,
W00395,MP035,West Bengal,Malda,IA050,Street Lighting (per 50 units),1627767.85,Completed,0.5292817022859723,,0.0,,0.0,,0.0,,0.0693218796754461,,0.0,,0.0,,1,45.0,High,0.0,On Track,
W00615,MP012,Uttar Pradesh,Meerut,IA018,Public Toilet Complex,1059166.01,Completed,0.5273284318526802,,0.0,,0.0,,0.0,,0.01019837482287707,,0.0,,0.0,,1,44.8,Medium,0.0,On Track,
W00092,MP034,Uttar Pradesh,Gorakhpur,IA052,Drinking Water Facility,1840658.7,Completed,0.5258709836690555,,0.0,,0.0,,0.0,,0.02511607222400289,,0.0,,0.0,,1,44.7,Medium,0.0,On Track,
W00565,MP029,Bihar,Patna,IA023,Street Lighting (per 50 units),1156334.78,Completed,0.5249027262413067,,0.0,,0.0,,0.0,,0.02195936001640705,,0.0,,0.0,,1,44.6,Medium,0.0,On Track,
W00581,MP023,Tamil Nadu,Coimbatore,IA055,School Building Renovation,1446077.65,Completed,0.5245334423063573,,0.0,,0.0,,0.0,,0.031124496206599725,,0.0,,0.0,,1,44.6,Medium,0.0,On Track,
W00086,MP035,West Bengal,Malda,IA050,Community Hall,3025287.45,Completed,0.5249195429524826,,0.0,,0.0,,0.0,,0.03459312391809346,,0.0,,0.0,,1,44.6,Medium,0.0,On Track,
W01088,MP028,Tamil Nadu,Madurai,IA044,Community Hall,2972870.19,Completed,0.5248624364282315,,0.0,,0.0,,0.0,,0.02057173077131177,,0.0,,0.0,,1,44.6,Medium,0.0,On Track,
W01083,MP002,West Bengal,Howrah,IA012,Health Sub-Centre Upgrade,1241287.54,Completed,0.5239981066180331,,0.0,,0.0,,0.0,,0.02521354230454703,,0.0,,0.0,,1,44.5,Medium,0.0,On Track,
W00980,MP030,Bihar,Muzaffarpur,IA032,Public Toilet Complex,1043067.08,Completed,0.16840523366782165,,0.522494718855643,"description + location closely match work W00625 (text similarity 0.80, 361m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.02798953514974528,,0.0,,0.0,,1,44.4,Medium,0.0,On Track,"description + location closely match work W00625 (text similarity 0.80, 361m apart) -- possible duplicate/phantom billing"
W00424,MP004,Bihar,Muzaffarpur,IA032,School Building Renovation,1366694.78,In Progress,0.5221842420726478,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,44.4,Medium,100.0,Severely Stalled,
W00625,MP004,Bihar,Muzaffarpur,IA032,Public Toilet Complex,774802.09,Completed,0.10064052532328471,,0.522494718855643,"description + location closely match work W00980 (text similarity 0.80, 361m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.00926967879940496,,0.0,,0.0,,1,44.4,Medium,0.0,On Track,"description + location closely match work W00980 (text similarity 0.80, 361m apart) -- possible duplicate/phantom billing"
W00558,MP006,Bihar,Muzaffarpur,IA032,Community Hall,2723571.44,Completed,0.5208192173121451,,0.0,,0.0,,0.0,,0.051212821949021846,,0.0,,0.0,,1,44.3,Medium,0.0,On Track,
W00547,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2972911.12,In Progress,0.5189044263116073,,0.0,,0.0,,1.0,"sanctioned 664 days ago but expected duration was only 180 days (3.7x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,44.1,Medium,100.0,Severely Stalled,
W00493,MP039,Bihar,Gaya,IA042,Road Construction (per km),4712182.47,Completed,0.5173364439743734,,0.0,,0.0,,0.0,,0.06361254491720301,,0.0,,0.0,,1,44.0,Medium,0.0,On Track,
W01314,MP031,Uttar Pradesh,Meerut,IA047,School Building Renovation,1702610.73,Completed,0.5165610629529613,,0.0,,0.0,,0.0,,0.023892624979233865,,0.0,,0.0,,1,43.9,Medium,0.0,On Track,
W00192,MP038,Tamil Nadu,Coimbatore,IA015,Drainage / Sewage Line (per km),690176.58,Completed,0.5158802667951251,,0.0,,0.0,,0.0,,0.021524627039019317,,0.0,,0.0,,1,43.8,Medium,0.0,On Track,
W00449,MP009,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1202367.99,Completed,0.5126108397524454,,0.0,,0.0,,0.0,,0.046368694162312325,,0.0,,0.0,,1,43.6,Medium,0.0,On Track,
W01121,MP009,Bihar,Muzaffarpur,IA032,School Building Renovation,1239271.36,In Progress,0.5131019558738391,,0.0,,0.0,,1.0,"sanctioned 1022 days ago but expected duration was only 200 days (5.1x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,43.6,Medium,100.0,Severely Stalled,
W01052,MP039,Bihar,Gaya,IA042,School Building Renovation,1754599.06,Completed,0.5121442498121681,,0.0,,0.0,,0.0,,0.0345801159219968,,0.0,,0.0,,1,43.5,Medium,0.0,On Track,
W00600,MP036,Maharashtra,Nashik,IA048,Community Hall,4099559.32,Completed,0.509605921769292,,0.0,,0.0,,0.0,,0.04273945151355138,,0.0,,0.0,,1,43.3,Medium,0.0,On Track,
W00066,MP001,West Bengal,Malda,IA030,Drainage / Sewage Line (per km),3120345.45,Completed,0.5070988430314941,,0.0,,0.0,,0.0,,0.04307930455280947,,0.0,,0.0,,1,43.1,Medium,0.0,On Track,
W00893,MP020,Tamil Nadu,Coimbatore,IA055,Community Hall,4014210.02,In Progress,0.50719806795675,,0.0,,0.0,,1.0,"sanctioned 1213 days ago but expected duration was only 240 days (5.1x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,43.1,Medium,100.0,Severely Stalled,
W00421,MP004,Bihar,Muzaffarpur,IA032,Road Construction (per km),6284873.21,Completed,0.5066385408146515,,0.0,,0.0,,0.0,,0.030993183688106257,,0.0,,0.0,,1,43.1,Medium,0.0,On Track,
W00566,MP038,Tamil Nadu,Coimbatore,IA055,Drainage / Sewage Line (per km),2066354.09,In Progress,0.5074994169067826,,0.0,,0.0,,1.0,"sanctioned 631 days ago but expected duration was only 180 days (3.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,43.1,Medium,100.0,Severely Stalled,
W01008,MP026,Maharashtra,Nagpur,IA035,Public Toilet Complex,615874.18,Completed,0.5073278664978803,,0.0,,0.0,,0.0,,0.036283164708693784,,0.0,,0.0,,1,43.1,Medium,0.0,On Track,
W00695,MP007,Maharashtra,Nagpur,IA016,Drainage / Sewage Line (per km),551111.42,Completed,0.5046048168255041,,0.0,,0.0,,0.0,,0.04635844870928196,,0.0,,0.0,,1,42.9,Medium,0.0,On Track,
W00259,MP022,Uttar Pradesh,Meerut,IA005,Drinking Water Facility,1155588.92,Completed,0.504336458931333,,0.0,,0.0,,0.0,,0.052185395339032555,,0.0,,0.0,,1,42.9,Medium,0.0,On Track,
W00202,MP035,West Bengal,Malda,IA028,Public Toilet Complex,1063221.87,Completed,0.502680496214661,,0.0,,0.0,,0.0,,0.038726324031390646,,0.0,,0.0,,1,42.7,Medium,0.0,On Track,
W00906,MP001,West Bengal,Malda,IA050,Road Construction (per km),7599759.64,In Progress,0.5016897463528222,,0.0,,0.0,,1.0,"sanctioned 1172 days ago but expected duration was only 270 days (4.3x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,42.6,Medium,100.0,Severely Stalled,
W01125,MP029,Bihar,Patna,IA023,Street Lighting (per 50 units),1824128.5,Completed,0.5003238516972823,,0.0,,0.0,,0.0,,0.09593862620975274,,0.0,,0.0,,1,42.5,Medium,0.0,On Track,
W00909,MP018,Bihar,Gaya,IA049,Drinking Water Facility,716587.46,Completed,0.49882043367448986,,0.0,,0.0,,0.0,,0.01715114444930883,,0.0,,0.0,,1,42.4,Medium,0.0,On Track,
W01002,MP011,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1889608.74,Completed,0.4984546611995125,,0.0,,0.0,,0.0,,0.0506181230765221,,0.0,,0.0,,1,42.4,Medium,0.0,On Track,
W00573,MP022,Uttar Pradesh,Meerut,IA018,Drinking Water Facility,2924199.58,In Progress,0.4988213835586752,,0.0,,0.0,,1.0,"sanctioned 205 days ago but expected duration was only 150 days (1.4x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,42.4,Medium,100.0,Severely Stalled,
W00336,MP017,Uttar Pradesh,Gorakhpur,IA039,Road Construction (per km),7141185.28,Completed,0.4989363934517219,,0.0,,0.0,,0.0,,0.07742565375266007,,0.0,,0.0,,1,42.4,Medium,0.0,On Track,
W00715,MP021,West Bengal,Howrah,IA056,School Building Renovation,1329478.46,Completed,0.49805287803243403,,0.0,,0.0,,0.0,,0.04061089437861474,,0.0,,0.0,,1,42.3,Medium,0.0,On Track,
W00474,MP040,Bihar,Gaya,IA036,Public Toilet Complex,646808.5,Completed,0.4973450150196799,,0.0,,0.0,,0.0,,0.05295137883161156,,0.0,,0.0,,1,42.3,Medium,0.0,On Track,
W00158,MP040,Bihar,Gaya,IA011,Health Sub-Centre Upgrade,1887475.54,Completed,0.4949486130529184,,0.0,,0.0,,0.0,,0.01477841284135411,,0.0,,0.0,,1,42.1,Medium,0.0,On Track,
W00065,MP001,West Bengal,Malda,IA019,Road Construction (per km),4818308.04,Completed,0.49453116089312926,,0.0,,0.0,,0.0,,0.020361828513183435,,0.0,,0.0,,1,42.0,Medium,0.0,On Track,
W00363,MP020,Tamil Nadu,Coimbatore,IA015,School Building Renovation,2003534.53,In Progress,0.4929828691746974,,0.0,,0.0,,1.0,"sanctioned 410 days ago but expected duration was only 200 days (2.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,41.9,Medium,100.0,Severely Stalled,
W00174,MP029,Bihar,Muzaffarpur,IA032,School Building Renovation,2166259.83,Completed,0.4890766307315804,,0.0,,0.0,,0.0,,0.02634102213335264,,0.0,,0.0,,1,41.6,Medium,0.0,On Track,
W00418,MP010,Bihar,Gaya,IA049,Drinking Water Facility,1180794.43,Completed,0.48685694814588726,,0.0,,0.0,,0.0,,0.06197067045314375,,0.0,,0.0,,1,41.4,Medium,0.0,On Track,
W00510,MP020,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),2544819.95,In Progress,0.48504813166839605,,0.0,,0.0,,1.0,"sanctioned 618 days ago but expected duration was only 180 days (3.4x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,41.2,Medium,100.0,Severely Stalled,
W00755,MP016,West Bengal,Howrah,IA045,Drinking Water Facility,1927043.36,In Progress,0.48510378256181297,,0.0,,0.0,,1.0,"sanctioned 561 days ago but expected duration was only 150 days (3.7x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,41.2,Medium,100.0,Severely Stalled,
W00624,MP003,Bihar,Patna,IA023,Street Lighting (per 50 units),1554436.94,Completed,0.4759073421143756,,0.0,,0.0,,0.0,,0.01162974813957905,,0.0,,0.0,,1,40.5,Medium,0.0,On Track,
